Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Frequency of Purchases,Discount Applied,Previous Purchases,Payment Method,Subscription Status
3110,60,Female,Jacket,Outerwear,92,Illinois,M,Gray,Winter,4.3,Fortnightly,No,47,Bank Transfer,No
2879,63,Female,Dress,Clothing,86,California,L,Turquoise,Summer,4.3,Annually,No,13,Bank Transfer,No
3669,59,Female,Blouse,Clothing,71,Michigan,XL,Magenta,Summer,3.2,Annually,No,18,Venmo,No
3719,36,Female,Pants,Clothing,50,Tennessee,L,Turquoise,Fall,2.9,Bi-Weekly,No,44,Bank Transfer,No
2233,65,Male,Shoes,Footwear,64,North Carolina,L,Lavender,Spring,4,Fortnightly,No,14,Cash,No
2355,56,Male,Blouse,Clothing,78,Wisconsin,M,Blue,Summer,4.8,Monthly,No,27,Venmo,No
1582,69,Male,Jewelry,Accessories,77,Ohio,L,Teal,Fall,4.2,Quarterly,Yes,46,Cash,No
3722,62,Female,Coat,Outerwear,60,Connecticut,L,Pink,Fall,4,Annually,No,10,Cash,No
3845,30,Female,Shorts,Clothing,87,Montana,S,Cyan,Fall,5,Quarterly,No,40,Venmo,No
525,59,Male,Shirt,Clothing,39,Pennsylvania,M,Gold,Summer,4.8,Annually,Yes,44,PayPal,Yes
3819,70,Female,Sneakers,Footwear,41,Oregon,XL,Indigo,Winter,3.8,Monthly,No,42,Cash,No
3653,27,Female,Handbag,Accessories,29,Kentucky,S,Magenta,Fall,3.8,Monthly,No,23,Debit Card,No
695,41,Male,Dress,Clothing,21,Kentucky,S,Charcoal,Fall,3.5,Every 3 Months,Yes,38,Venmo,Yes
3774,25,Female,Sweater,Clothing,60,Wisconsin,M,Violet,Summer,3.5,Quarterly,No,41,Cash,No
1414,51,Male,Blouse,Clothing,79,New Hampshire,S,Indigo,Fall,2.7,Quarterly,Yes,12,Bank Transfer,No
3241,56,Female,Sandals,Footwear,37,West Virginia,M,Violet,Fall,3.8,Monthly,No,37,Bank Transfer,No
2214,54,Male,Hat,Accessories,94,Hawaii,M,Maroon,Fall,2.9,Quarterly,No,18,Debit Card,No
2409,,Male,Sneakers,Footwear,55,Hawaii,XL,Black,Fall,4.2,Every 3 Months,No,44,Debit Card,No
788,53,Male,Handbag,Accessories,85,Michigan,S,Green,Spring,3.7,Weekly,Yes,25,Venmo,Yes
147,52,Male,Skirt,Clothing,30,Colorado,S,Black,Fall,4,Fortnightly,Yes,21,Venmo,Yes
779,29,Male,Socks,Clothing,50,Massachusetts,M,Yellow,Summer,2.9,Annually,Yes,23,Debit Card,Yes
1217,62,Male,Pants,Clothing,32,Utah,XL,Lavender,Summer,3.7,Every 3 Months,Yes,3,Venmo,No
1611,20,Male,Socks,Clothing,31,Tennessee,L,Purple,Spring,3.4,Annually,Yes,1,PayPal,No
3034,22,Female,Sweater,Clothing,56,Alabama,L,Orange,Spring,2.6,Weekly,No,9,PayPal,No
853,34,Male,Dress,Clothing,60,Florida,L,Yellow,Spring,4.2,Every 3 Months,Yes,23,Debit Card,Yes
693,35,Male,Sunglasses,Accessories,95,North Dakota,M,Cyan,Spring,4,Every 3 Months,Yes,40,Debit Card,Yes
2660,35,Female,Boots,Footwear,35,Kansas,L,Gray,Summer,4.4,Fortnightly,No,46,Credit Card,No
3352,43,Female,Shirt,Clothing,49,New Hampshire,L,Cyan,Spring,4.2,Fortnightly,No,18,Bank Transfer,No
1679,41,Male,Pants,Clothing,71,Ohio,S,Magenta,Summer,4.8,Fortnightly,No,30,Venmo,No
3289,67,Female,Handbag,Accessories,61,South Carolina,XL,White,Spring,4.9,Bi-Weekly,No,19,Credit Card,No
1409,58,Male,Blouse,Clothing,58,Maine,M,Yellow,Winter,4.1,Weekly,Yes,38,Venmo,No
2505,56,Male,Shorts,Clothing,94,Rhode Island,M,Turquoise,Winter,4,Bi-Weekly,No,31,Cash,No
3810,57,Female,Shoes,Footwear,33,New York,S,Maroon,Winter,3.7,Annually,No,28,Credit Card,No
395,43,Male,Scarf,Accessories,29,North Dakota,M,Beige,Spring,4.8,Bi-Weekly,Yes,7,Debit Card,Yes
96,37,Male,Sneakers,Footwear,100,Missouri,L,Pink,Fall,3.8,Monthly,Yes,48,PayPal,Yes
1088,45,Male,Jeans,Clothing,71,West Virginia,S,White,Winter,3.4,Monthly,Yes,7,Bank Transfer,No
3286,58,Female,Hat,Accessories,31,Hawaii,XL,Magenta,Fall,4.6,Weekly,No,11,Cash,No
3434,62,Female,Socks,Clothing,93,Alaska,M,Yellow,Spring,4.5,Annually,No,28,PayPal,No
2562,32,Male,Hoodie,Clothing,20,New York,L,Magenta,Spring,2.7,Quarterly,No,22,Debit Card,No
3273,58,Female,Shoes,Footwear,99,Texas,M,Lavender,Winter,3.1,Quarterly,No,34,PayPal,No
1109,27,Male,Shorts,Clothing,25,Nebraska,M,Teal,Fall,2.8,Fortnightly,Yes,50,Cash,No
1276,55,Male,Sweater,Clothing,32,Arkansas,S,Turquoise,Fall,,Monthly,Yes,1,PayPal,No
935,45,Male,Jeans,Clothing,47,Oregon,S,Yellow,Spring,3.7,Monthly,Yes,21,Bank Transfer,Yes
2248,34,Male,Jewelry,Accessories,37,Florida,L,Teal,Summer,4.4,Annually,No,18,Venmo,No
2157,38,Male,Skirt,Clothing,83,Missouri,M,Maroon,Winter,3.6,Bi-Weekly,No,41,Debit Card,No
3587,33,Female,Hoodie,Clothing,28,Idaho,M,Yellow,Winter,4.6,Bi-Weekly,No,12,PayPal,No
891,52,Male,Gloves,Accessories,51,New York,S,Purple,Spring,4.3,Monthly,Yes,47,Credit Card,Yes
1702,69,Male,Handbag,Accessories,41,Mississippi,XL,Blue,Winter,3.8,Every 3 Months,No,44,Debit Card,No
2525,60,Male,Coat,Outerwear,59,Kansas,M,Purple,Spring,3.7,Quarterly,No,23,Credit Card,No
1540,32,Male,Belt,Accessories,55,Hawaii,M,Turquoise,Spring,5,Every 3 Months,Yes,19,Cash,No
868,37,Male,Jacket,Outerwear,20,Colorado,M,Turquoise,Spring,3.1,Fortnightly,Yes,23,Bank Transfer,Yes
2560,48,Male,Belt,Accessories,71,Mississippi,S,Green,Winter,4,Every 3 Months,No,21,Debit Card,No
3531,62,Female,Sunglasses,Accessories,45,Oklahoma,L,Black,Spring,3.4,Weekly,No,37,PayPal,No
2082,24,Male,Coat,Outerwear,78,Alabama,S,Cyan,Spring,4.3,Bi-Weekly,No,48,Bank Transfer,No
1667,51,Male,Skirt,Clothing,64,Arkansas,M,Blue,Summer,3.1,Annually,Yes,47,PayPal,No
2927,64,Female,Handbag,Accessories,82,Maryland,M,Gray,Winter,4.8,Weekly,No,9,Cash,No
3047,60,Female,Shoes,Footwear,49,Pennsylvania,M,White,Spring,3.2,Every 3 Months,No,25,Cash,No
1709,35,Male,Boots,Footwear,58,Florida,L,Cyan,Spring,3.2,Quarterly,No,1,Credit Card,No
1981,51,Male,Sandals,Footwear,94,Iowa,M,Green,Winter,4.4,Fortnightly,No,25,PayPal,No
3130,,Female,Sandals,Footwear,20,Maryland,S,Cyan,Summer,4.7,Every 3 Months,No,40,Venmo,No
2792,43,Female,Gloves,Accessories,60,Iowa,M,Yellow,Fall,2.8,Fortnightly,No,14,Venmo,No
1672,31,Male,Hoodie,Clothing,22,Utah,M,Olive,Winter,4,Weekly,Yes,25,Bank Transfer,No
3627,69,Female,Blouse,Clothing,98,Mississippi,L,Teal,Fall,3.5,Quarterly,No,32,Venmo,No
51,49,Male,Blouse,Clothing,28,Maryland,M,Red,Spring,3.7,Bi-Weekly,Yes,39,Debit Card,Yes
2615,18,Male,Jacket,Outerwear,65,North Dakota,M,Turquoise,Spring,4.2,Fortnightly,No,36,Bank Transfer,No
1922,47,Male,Shirt,Clothing,36,Michigan,M,Green,Fall,3.5,Annually,No,13,Venmo,No
66,65,Male,Backpack,Accessories,36,New Jersey,M,Purple,Spring,4.8,Every 3 Months,Yes,44,Venmo,Yes
1932,54,Male,Jewelry,Accessories,42,Illinois,S,Olive,Spring,2.7,Every 3 Months,No,6,Debit Card,No
2329,45,Male,Pants,Clothing,36,North Dakota,M,Maroon,Fall,2.6,Bi-Weekly,No,29,Venmo,No
2449,54,Male,Hat,Accessories,25,Tennessee,S,Violet,Fall,3,Bi-Weekly,No,38,PayPal,No
2023,59,Male,Jewelry,Accessories,38,Alabama,S,Black,Winter,4,Bi-Weekly,No,16,Cash,No
2691,44,Female,Belt,Accessories,32,New Mexico,L,Yellow,Summer,4.7,Weekly,No,18,Bank Transfer,No
3496,24,Female,Shorts,Clothing,33,Georgia,XL,Gray,Spring,2.8,Weekly,No,14,Cash,No
1700,20,Male,Sweater,Clothing,67,North Dakota,L,Teal,Spring,4,Annually,No,34,Debit Card,No
2628,66,Male,Shirt,Clothing,26,Missouri,L,Silver,Fall,3.6,Quarterly,No,40,Bank Transfer,No
2850,56,Female,Coat,Outerwear,25,New Hampshire,M,Gold,Spring,4.1,Bi-Weekly,No,27,PayPal,No
164,54,Male,Skirt,Clothing,67,Virginia,M,Purple,Summer,3.4,Weekly,Yes,8,Debit Card,Yes
922,70,Male,Coat,Outerwear,24,South Dakota,L,Silver,Summer,4.1,Weekly,Yes,18,PayPal,Yes
3638,32,Female,Boots,Footwear,66,Utah,L,Yellow,Winter,3.6,Fortnightly,No,32,Credit Card,No
1743,51,Male,Sandals,Footwear,80,Kansas,XL,White,Spring,4.3,Every 3 Months,No,18,Venmo,No
640,54,Male,Dress,Clothing,24,Mississippi,L,Olive,Spring,4,Annually,Yes,50,Credit Card,Yes
1104,35,Male,Hoodie,Clothing,23,Tennessee,S,Charcoal,Spring,4.3,Bi-Weekly,Yes,8,Debit Card,No
2443,53,Male,Blouse,Clothing,95,Wyoming,L,Violet,Winter,4.7,Bi-Weekly,No,50,Debit Card,No
1575,18,Male,Skirt,Clothing,25,Minnesota,S,Magenta,Spring,4.2,Bi-Weekly,Yes,32,PayPal,No
1617,26,Male,Hat,Accessories,41,Colorado,M,Green,Spring,3.4,Quarterly,Yes,50,Cash,No
2182,22,Male,Handbag,Accessories,63,Hawaii,M,Black,Fall,3.2,Bi-Weekly,No,32,Bank Transfer,No
3603,58,Female,Skirt,Clothing,36,Wyoming,S,Magenta,Summer,3.3,Quarterly,No,40,Debit Card,No
3782,52,Female,Boots,Footwear,99,Tennessee,M,Pink,Winter,3.7,Fortnightly,No,40,PayPal,No
2091,51,Male,Socks,Clothing,71,Massachusetts,S,Teal,Winter,3.4,Monthly,No,21,Debit Card,No
1084,35,Male,Backpack,Accessories,97,Washington,L,Teal,Summer,3.3,Weekly,Yes,43,Cash,No
1197,30,Male,Belt,Accessories,88,North Dakota,M,Maroon,Winter,3.2,Bi-Weekly,Yes,13,Bank Transfer,No
2373,50,Male,Boots,Footwear,39,Alabama,XL,Silver,Spring,3.1,Fortnightly,No,9,PayPal,No
1725,42,Male,Shoes,Footwear,72,Delaware,S,Teal,Winter,3.3,Weekly,No,21,PayPal,No
3018,58,Female,Sunglasses,Accessories,71,Wisconsin,S,Purple,Summer,3.3,Bi-Weekly,No,24,Cash,No
1209,20,Male,Boots,Footwear,100,Wisconsin,S,Red,Winter,2.9,Annually,Yes,8,Debit Card,No
3108,65,Female,Blouse,Clothing,31,Hawaii,L,Gray,Winter,4.6,Bi-Weekly,No,18,Credit Card,No
2910,27,Female,Backpack,Accessories,78,Louisiana,M,Indigo,Winter,3,Every 3 Months,No,40,Credit Card,No
2633,24,Male,Scarf,Accessories,27,Alaska,M,Black,Fall,5,Annually,No,14,Cash,No
3137,,Female,Skirt,Clothing,32,Minnesota,M,Gray,Fall,,Bi-Weekly,No,29,Cash,No
2746,28,Female,Boots,Footwear,98,Michigan,M,Magenta,Summer,4.1,Bi-Weekly,No,44,PayPal,No
1548,46,Male,Hat,Accessories,46,South Carolina,L,Teal,Summer,3.5,Quarterly,Yes,40,Cash,No
3207,36,Female,Boots,Footwear,52,California,M,Brown,Winter,3,Monthly,No,49,PayPal,No
959,70,Male,Sneakers,Footwear,53,Washington,XL,Beige,Winter,4.4,Bi-Weekly,Yes,31,Credit Card,Yes
1207,22,Male,Handbag,Accessories,59,Mississippi,S,Cyan,Fall,3,Every 3 Months,Yes,16,Venmo,No
605,44,Male,Sunglasses,Accessories,92,West Virginia,S,Pink,Fall,4.4,Every 3 Months,Yes,11,Credit Card,Yes
1135,62,Male,T-shirt,Clothing,81,Wisconsin,M,Brown,Summer,4.6,Every 3 Months,Yes,2,Venmo,No
3235,49,Female,Jewelry,Accessories,96,Washington,M,Black,Winter,2.5,Quarterly,No,16,Debit Card,No
3542,59,Female,Blouse,Clothing,66,Virginia,M,Olive,Winter,4,Annually,No,22,PayPal,No
1188,56,Male,Hat,Accessories,89,Iowa,L,Maroon,Fall,3,Every 3 Months,Yes,37,Credit Card,No
983,35,Male,Coat,Outerwear,62,Texas,S,Red,Summer,3.2,Monthly,Yes,37,PayPal,Yes
3751,42,Female,Hoodie,Clothing,88,Arizona,M,Gold,Fall,3.1,Monthly,No,5,PayPal,No
1277,51,Male,Boots,Footwear,68,Wyoming,L,Turquoise,Spring,4.8,Weekly,Yes,37,Bank Transfer,No
3563,47,Female,Sneakers,Footwear,36,Maryland,M,Cyan,Winter,3.4,Weekly,No,7,Bank Transfer,No
1986,23,Male,Gloves,Accessories,97,Tennessee,M,Gold,Spring,3.9,Fortnightly,No,6,Credit Card,No
567,55,Male,Sneakers,Footwear,93,Alabama,M,Indigo,Spring,3.6,Fortnightly,Yes,1,Debit Card,Yes
1733,45,Male,Belt,Accessories,50,Rhode Island,S,Charcoal,Winter,2.6,Every 3 Months,No,36,Cash,No
741,26,Male,Jeans,Clothing,69,South Dakota,M,Orange,Summer,2.8,Fortnightly,Yes,22,Credit Card,Yes
1374,18,Male,Gloves,Accessories,40,Virginia,L,Turquoise,Winter,2.6,Quarterly,Yes,6,Cash,No
2288,66,Male,Blouse,Clothing,45,Nebraska,L,Green,Summer,3,Annually,No,6,Debit Card,No
3682,26,Female,Gloves,Accessories,73,Connecticut,XL,Magenta,Fall,4.2,Monthly,No,33,Debit Card,No
3367,38,Female,Gloves,Accessories,65,North Carolina,M,Red,Spring,3.6,Quarterly,No,47,Debit Card,No
2641,30,Male,Skirt,Clothing,75,Indiana,L,Olive,Summer,4,Bi-Weekly,No,45,Venmo,No
2324,35,Male,Gloves,Accessories,93,Maryland,L,White,Winter,4.7,Monthly,No,36,Credit Card,No
1442,34,Male,Pants,Clothing,25,Nebraska,S,Turquoise,Summer,3.4,Every 3 Months,Yes,3,Venmo,No
1931,66,Male,Pants,Clothing,52,North Carolina,L,Turquoise,Spring,3.5,Weekly,No,26,Cash,No
2284,44,Male,Handbag,Accessories,45,Ohio,S,Black,Winter,4.1,Fortnightly,No,34,Credit Card,No
518,61,Male,Boots,Footwear,49,North Dakota,L,Silver,Fall,2.7,Every 3 Months,Yes,44,Cash,Yes
223,47,Male,Gloves,Accessories,94,New York,XL,Gray,Spring,4.5,Fortnightly,Yes,14,PayPal,Yes
307,,Male,Jacket,Outerwear,49,North Dakota,S,White,Summer,3.6,Annually,Yes,4,Cash,Yes
3344,24,Female,Shorts,Clothing,31,Kentucky,XL,Green,Winter,3.6,Bi-Weekly,No,6,Cash,No
2882,38,Female,Backpack,Accessories,90,Texas,M,Cyan,Winter,4.2,Annually,No,6,Bank Transfer,No
2188,37,Male,Blouse,Clothing,78,Idaho,M,Violet,Spring,4.4,Annually,No,20,PayPal,No
493,50,Male,Shirt,Clothing,62,Michigan,M,Black,Fall,3.9,Weekly,Yes,11,Debit Card,Yes
3672,62,Female,Handbag,Accessories,66,Illinois,L,Pink,Summer,4.8,Quarterly,No,20,Venmo,No
3169,31,Female,Jeans,Clothing,24,Montana,M,Orange,Spring,2.9,Fortnightly,No,14,PayPal,No
311,56,Male,Pants,Clothing,85,Montana,M,Charcoal,Winter,4.6,Fortnightly,Yes,50,Cash,Yes
2978,38,Female,Shorts,Clothing,47,Washington,L,Gold,Winter,3.4,Annually,No,20,Venmo,No
1131,67,Male,Jewelry,Accessories,41,Kentucky,M,Lavender,Summer,3.9,Bi-Weekly,Yes,30,PayPal,No
1875,67,Male,Pants,Clothing,33,Indiana,L,Purple,Fall,3.6,Weekly,No,14,Cash,No
2108,46,Male,Pants,Clothing,75,Delaware,M,Black,Winter,3.3,Quarterly,No,35,PayPal,No
3581,51,Female,Blouse,Clothing,83,New Hampshire,M,Magenta,Summer,3.2,Bi-Weekly,No,3,Cash,No
2770,32,Female,Shirt,Clothing,89,Oklahoma,L,Lavender,Fall,3,Weekly,No,13,Cash,No
2523,20,Male,Belt,Accessories,53,Massachusetts,S,Olive,Winter,2.5,Weekly,No,20,Debit Card,No
714,37,Male,Hoodie,Clothing,90,Oregon,M,Lavender,Summer,2.6,Bi-Weekly,Yes,39,Bank Transfer,Yes
634,66,Male,Sandals,Footwear,33,Minnesota,M,Orange,Spring,2.9,Quarterly,Yes,50,Debit Card,Yes
3076,54,Female,Shorts,Clothing,90,Utah,XL,Beige,Winter,3.6,Every 3 Months,No,21,PayPal,No
916,31,Male,Dress,Clothing,22,Rhode Island,L,Purple,Winter,2.9,Fortnightly,Yes,33,Credit Card,Yes
2314,64,Male,Dress,Clothing,31,Georgia,M,Black,Summer,4.7,Fortnightly,No,36,Bank Transfer,No
354,63,Male,Sneakers,Footwear,64,Missouri,L,Yellow,Fall,4.1,Monthly,Yes,35,Debit Card,Yes
2304,51,Male,Sunglasses,Accessories,71,New Jersey,S,Beige,Spring,4.8,Fortnightly,No,31,Credit Card,No
1842,31,Male,Socks,Clothing,57,Vermont,L,Blue,Winter,3,Every 3 Months,No,7,PayPal,No
3173,57,Female,Socks,Clothing,52,Missouri,M,Olive,Fall,3.7,Bi-Weekly,No,30,Debit Card,No
3129,65,Female,Jacket,Outerwear,32,Arkansas,S,Indigo,Fall,4.4,Annually,No,20,Cash,No
537,44,Male,Jacket,Outerwear,84,Illinois,S,Maroon,Fall,4.4,Every 3 Months,Yes,16,Debit Card,Yes
651,34,Male,Gloves,Accessories,40,Florida,M,Magenta,Spring,3.9,Annually,Yes,12,Bank Transfer,Yes
2221,19,Male,Belt,Accessories,62,Wyoming,XL,Beige,Fall,4.5,Annually,No,47,Cash,No
2687,40,Female,Socks,Clothing,72,Georgia,M,Black,Winter,3.8,Fortnightly,No,33,Cash,No
3280,59,Female,Hat,Accessories,50,Wyoming,S,Red,Fall,3,Fortnightly,No,1,Debit Card,No
1417,48,Male,Boots,Footwear,56,Idaho,L,Silver,Summer,3.4,Quarterly,Yes,46,Cash,No
2786,53,Female,Blouse,Clothing,80,Louisiana,S,Green,Summer,2.9,Monthly,No,13,Bank Transfer,No
2226,38,Male,Belt,Accessories,64,Washington,S,Olive,Spring,4.8,Annually,No,18,Credit Card,No
1067,49,Male,Coat,Outerwear,96,Mississippi,M,Red,Winter,4,Bi-Weekly,Yes,11,PayPal,No
3716,63,Female,Sunglasses,Accessories,34,Nebraska,S,Orange,Fall,3.4,Monthly,No,2,Bank Transfer,No
1305,64,Male,Backpack,Accessories,63,Montana,S,Orange,Spring,4,Every 3 Months,Yes,18,PayPal,No
2683,,Female,Sneakers,Footwear,65,North Carolina,L,Maroon,Winter,,Every 3 Months,No,5,Venmo,No
471,50,Male,Dress,Clothing,63,Minnesota,L,Teal,Summer,4.6,Every 3 Months,Yes,6,Cash,Yes
2636,59,Male,Hoodie,Clothing,80,Colorado,XL,Peach,Spring,2.9,Fortnightly,No,34,PayPal,No
1914,49,Male,Skirt,Clothing,48,Kentucky,M,Peach,Winter,3.6,Annually,No,29,Cash,No
1607,55,Male,T-shirt,Clothing,21,Kansas,S,White,Spring,4.3,Fortnightly,Yes,4,PayPal,No
2593,23,Male,Shorts,Clothing,23,Iowa,XL,Peach,Summer,4.4,Quarterly,No,13,Venmo,No
1616,64,Male,Jewelry,Accessories,62,New York,M,Indigo,Fall,3.2,Bi-Weekly,Yes,45,Cash,No
769,64,Male,Backpack,Accessories,95,Illinois,XL,Red,Spring,2.6,Weekly,Yes,45,Venmo,Yes
453,45,Male,Pants,Clothing,45,Missouri,M,Violet,Summer,3.3,Fortnightly,Yes,39,PayPal,Yes
284,32,Male,Sweater,Clothing,30,Montana,S,Maroon,Fall,3.2,Annually,Yes,16,Venmo,Yes
1171,57,Male,Skirt,Clothing,62,Illinois,S,Red,Spring,3.2,Bi-Weekly,Yes,33,Cash,No
2417,59,Male,Sandals,Footwear,83,Nebraska,S,Black,Summer,4,Every 3 Months,No,26,Credit Card,No
1447,63,Male,Jeans,Clothing,35,Wyoming,XL,Red,Summer,3.2,Quarterly,Yes,6,Credit Card,No
2765,63,Female,Sweater,Clothing,41,Arizona,XL,White,Spring,2.6,Weekly,No,2,Debit Card,No
68,45,Male,Coat,Outerwear,33,Connecticut,L,Gray,Winter,4.4,Monthly,Yes,49,Debit Card,Yes
3739,34,Female,Shorts,Clothing,45,Delaware,M,Brown,Spring,2.7,Fortnightly,No,48,Cash,No
304,20,Male,Sandals,Footwear,60,Oregon,M,Turquoise,Summer,3.3,Weekly,Yes,49,Venmo,Yes
631,41,Male,Jewelry,Accessories,94,Mississippi,S,Silver,Fall,4.3,Annually,Yes,33,Debit Card,Yes
441,20,Male,Shirt,Clothing,89,Oklahoma,XL,Maroon,Winter,3.5,Fortnightly,Yes,34,Debit Card,Yes
2328,20,Male,Skirt,Clothing,94,Alabama,M,Red,Winter,4.2,Bi-Weekly,No,22,Venmo,No
1817,26,Male,Hat,Accessories,79,Virginia,M,Purple,Summer,4,Weekly,No,4,Cash,No
554,63,Male,Sunglasses,Accessories,59,Florida,M,White,Winter,3.2,Quarterly,Yes,15,Credit Card,Yes
2415,26,Male,Socks,Clothing,26,Virginia,M,Lavender,Summer,3.7,Bi-Weekly,No,14,Credit Card,No
1211,34,Male,Sunglasses,Accessories,78,Missouri,M,Olive,Fall,4.1,Quarterly,Yes,5,Cash,No
199,57,Male,Jewelry,Accessories,45,Utah,M,Turquoise,Winter,4.8,Fortnightly,Yes,39,Credit Card,Yes
1162,63,Male,Shorts,Clothing,52,Oklahoma,S,Orange,Fall,3.1,Monthly,Yes,37,PayPal,No
2640,18,Male,Blouse,Clothing,35,New Hampshire,XL,Pink,Winter,2.6,Quarterly,No,33,Debit Card,No
3154,56,Female,Socks,Clothing,88,Alabama,L,Red,Fall,3.1,Fortnightly,No,46,Venmo,No
1664,43,Male,Shirt,Clothing,22,Maine,XL,Gold,Summer,3.5,Bi-Weekly,Yes,1,Cash,No
1264,41,Male,Hoodie,Clothing,70,Delaware,L,Brown,Winter,4.6,Bi-Weekly,Yes,1,Credit Card,No
220,32,Male,Belt,Accessories,88,Nevada,M,Cyan,Spring,3,Fortnightly,Yes,12,Cash,Yes
3349,28,Female,T-shirt,Clothing,74,New Hampshire,L,Gray,Winter,2.8,Every 3 Months,No,15,Cash,No
1155,49,Male,Dress,Clothing,82,Georgia,L,Cyan,Spring,2.9,Bi-Weekly,Yes,44,Credit Card,No
2591,57,Male,Gloves,Accessories,66,California,M,Turquoise,Summer,5,Annually,No,35,Venmo,No
1658,69,Male,Skirt,Clothing,36,Indiana,L,Turquoise,Spring,3.2,Bi-Weekly,Yes,4,Debit Card,No
3257,60,Female,Sunglasses,Accessories,26,Wisconsin,L,Teal,Winter,4.7,Every 3 Months,No,50,Venmo,No
624,19,Male,Shoes,Footwear,70,Nevada,M,White,Fall,4.7,Bi-Weekly,Yes,48,PayPal,Yes
1815,32,Male,Jeans,Clothing,92,Montana,M,White,Summer,3.8,Quarterly,No,24,Cash,No
1425,66,Male,Jacket,Outerwear,23,Connecticut,S,Indigo,Fall,3.5,Every 3 Months,Yes,34,Bank Transfer,No
1893,,Male,Jacket,Outerwear,30,California,M,Blue,Fall,4.6,Weekly,No,12,Venmo,No
1701,62,Male,Hoodie,Clothing,70,West Virginia,L,Black,Fall,4.1,Monthly,No,36,Bank Transfer,No
3670,25,Female,Socks,Clothing,52,Washington,S,Silver,Fall,4.6,Quarterly,No,43,PayPal,No
2714,19,Female,Coat,Outerwear,57,Mississippi,M,Magenta,Fall,3.8,Annually,No,20,Debit Card,No
3541,24,Female,Shorts,Clothing,95,Nevada,M,Magenta,Spring,4.6,Weekly,No,5,Bank Transfer,No
3164,49,Female,Pants,Clothing,66,Nebraska,XL,Turquoise,Summer,2.8,Monthly,No,36,Cash,No
2416,21,Male,Coat,Outerwear,34,Hawaii,XL,Lavender,Fall,4.3,Weekly,No,30,Bank Transfer,No
2486,43,Male,Blouse,Clothing,55,Louisiana,M,Beige,Spring,4.6,Annually,No,37,Bank Transfer,No
872,47,Male,Handbag,Accessories,42,Hawaii,M,Charcoal,Spring,2.6,Quarterly,Yes,45,Debit Card,Yes
3885,47,Female,Sandals,Footwear,29,Maryland,M,Brown,Fall,4.9,Weekly,No,3,PayPal,No
536,56,Male,T-shirt,Clothing,45,West Virginia,L,Maroon,Spring,3.2,Weekly,Yes,24,Bank Transfer,Yes
2325,59,Male,Coat,Outerwear,28,Oregon,L,Brown,Winter,3.5,Annually,No,19,Debit Card,No
3504,31,Female,Shirt,Clothing,96,Nebraska,M,Pink,Spring,3.9,Weekly,No,39,Cash,No
2744,61,Female,Belt,Accessories,94,New Jersey,S,Beige,Fall,4.1,Quarterly,No,17,Venmo,No
2046,31,Male,Jewelry,Accessories,20,Georgia,M,Red,Fall,4.4,Quarterly,No,26,PayPal,No
358,18,Male,Belt,Accessories,56,Arkansas,M,Olive,Spring,4,Bi-Weekly,Yes,16,Credit Card,Yes
315,30,Male,Pants,Clothing,24,New Jersey,M,Purple,Summer,3.3,Every 3 Months,Yes,17,Debit Card,Yes
1666,40,Male,Jacket,Outerwear,41,New Mexico,L,Pink,Fall,3.4,Monthly,Yes,49,Venmo,No
3578,66,Female,Belt,Accessories,35,Missouri,S,Yellow,Winter,2.6,Weekly,No,13,Bank Transfer,No
3808,38,Female,Blouse,Clothing,39,Michigan,L,Peach,Spring,2.9,Annually,No,36,PayPal,No
3375,22,Female,Blouse,Clothing,47,Nevada,S,Lavender,Spring,3.7,Annually,No,41,Debit Card,No
268,64,Male,Sweater,Clothing,54,Maryland,M,Olive,Spring,3.9,Annually,Yes,42,Venmo,Yes
2695,66,Female,Sunglasses,Accessories,27,Louisiana,M,Olive,Spring,4.9,Every 3 Months,No,34,Credit Card,No
44,25,Male,Scarf,Accessories,69,Ohio,L,Lavender,Fall,3.7,Fortnightly,Yes,19,PayPal,Yes
2602,61,Male,Dress,Clothing,33,Mississippi,L,Orange,Winter,2.9,Monthly,No,43,Cash,No
234,19,Male,Sweater,Clothing,83,Arizona,XL,Yellow,Fall,4.5,Every 3 Months,Yes,27,Bank Transfer,Yes
3783,40,Female,Jacket,Outerwear,45,Alabama,L,Orange,Spring,2.8,Fortnightly,No,42,PayPal,No
2644,49,Male,Gloves,Accessories,41,Maryland,S,Silver,Spring,2.9,Monthly,No,37,Cash,No
3263,42,Female,T-shirt,Clothing,35,Indiana,M,Violet,Spring,2.7,Every 3 Months,No,21,Cash,No
3826,49,Female,Shorts,Clothing,35,Hawaii,L,Green,Fall,4.1,Fortnightly,No,47,Debit Card,No
367,,Male,Socks,Clothing,36,Nebraska,M,Turquoise,Spring,3.5,Fortnightly,Yes,37,Venmo,Yes
3379,49,Female,Shorts,Clothing,75,Minnesota,L,Gold,Fall,4.5,Quarterly,No,6,Cash,No
1125,42,Male,Sweater,Clothing,20,Iowa,M,Orange,Spring,4.9,Quarterly,Yes,40,Cash,No
235,20,Male,Gloves,Accessories,39,South Dakota,S,Silver,Summer,3.7,Weekly,Yes,24,Credit Card,Yes
1802,33,Male,Sweater,Clothing,57,New Jersey,M,Turquoise,Spring,3.9,Fortnightly,No,48,Debit Card,No
